customer_id,signup_date,age,gender,location,subscription_type,monthly_price,preferred_category,signup_source,avg_logins_per_month,boxes_opened_per_month,engagement_score,tenure_months,churned,churn_date,last_payment_date,lifetime_value
CUST101326,2023-06-03,23,Male,Other,Basic,499,Home,Affiliate,4.57,0.95,22.9,29,0,,2025-11-15,14479.91
CUST101327,2025-03-29,23,Female,Mumbai,Basic,499,Home,Instagram,1.91,0.64,20.3,7,0,,2025-11-15,3495.51
CUST101328,2024-11-06,67,Male,Delhi,Premium,1199,Snacks,Organic,1.94,1.32,42.3,12,0,,2025-11-15,13897.63
CUST101329,2024-05-14,35,Male,Chennai,Standard,799,Beauty,Facebook Ads,1.42,0.99,25.7,18,0,,2025-11-15,14174.06
CUST101330,2024-07-16,21,Male,Kolkata,Basic,499,Home,Facebook Ads,3.99,0.3,18.4,16,0,,2025-11-15,7850.35
CUST101331,2025-01-11,34,Male,Hyderabad,Basic,499,Fitness,Organic,1.2,0.32,8.4,10,0,,2025-11-15,5024.81
CUST101332,2023-07-24,31,Female,Pune,Standard,799,Books,Referral,4.95,0.0,2.5,28,0,,2025-11-15,21824.91
CUST101333,2025-11-10,31,Male,Other,Standard,799,Gadgets,Facebook Ads,5.38,0.4,14.5,0,0,,2025-11-15,795.4
CUST101334,2025-10-18,30,Male,Mumbai,Premium,1199,Beauty,Referral,1.42,1.38,33.3,0,0,,2025-11-15,1185.83
CUST101335,2024-10-28,24,Male,Delhi,Premium,1199,Home,Instagram,2.67,1.69,57.5,12,0,,2025-11-15,14420.73
CUST101336,2023-06-22,61,Female,Mumbai,Standard,799,Books,Affiliate,3.03,1.31,36.4,29,0,,2025-11-15,24191.52
CUST101337,2024-11-29,32,Female,Bengaluru,Basic,499,Snacks,Affiliate,4.59,1.23,38.6,11,0,,2025-11-15,5669.39
CUST101338,2023-02-03,36,Male,Hyderabad,Standard,799,Gadgets,Affiliate,5.9,0.82,31.2,33,0,,2025-11-15,25330.38
CUST101339,2022-12-19,60,Male,Pune,Standard,799,Home,Email,0.0,1.36,48.3,35,0,,2025-11-15,27921.51
CUST101340,2023-08-25,64,Male,Pune,Basic,499,Snacks,Organic,2.43,1.07,28.2,27,1,2023-12-12,2023-12-12,1470.02
CUST101341,2024-04-05,61,Male,Mumbai,Basic,499,Home,Affiliate,2.52,1.98,58.8,19,0,,2025-11-15,8930.79
CUST101342,2025-06-23,52,Female,Mumbai,Basic,499,Gadgets,Facebook Ads,0.48,0.84,32.4,4,1,2025-10-04,2025-10-04,1462.76
CUST101343,2025-01-20,34,Female,Hyderabad,Basic,499,Fitness,Organic,2.13,1.71,54.8,9,0,,2025-11-15,4727.37
CUST101344,2025-02-06,52,Male,Hyderabad,Basic,499,Fitness,Instagram,3.77,1.42,48.4,9,0,,2025-11-15,4621.56
CUST101345,2024-02-24,36,Male,Bengaluru,Standard,799,Books,Instagram,2.5,1.34,36.5,21,1,2025-07-08,2025-07-08,12500.64
CUST101346,2023-11-29,37,Male,Pune,Standard,799,Snacks,Instagram,0.22,0.0,0.0,23,0,,2025-11-15,18374.4
CUST101347,2023-12-27,53,Female,Other,Standard,799,Fitness,Instagram,8.17,1.46,47.8,22,0,,2025-11-15,17587.4
CUST101348,2025-11-01,52,Male,Delhi,Basic,499,Gadgets,Email,3.48,0.82,22.5,0,0,,2025-11-15,484.95
CUST101349,2022-12-29,49,Other,Pune,Basic,499,Snacks,Referral,3.2,0.63,12.6,35,0,,2025-11-15,16207.6
CUST101350,2025-06-22,65,Female,Delhi,Standard,799,Home,Referral,1.02,0.01,0.0,4,0,,2025-11-15,3392.51
CUST101351,2024-08-10,61,Male,Chennai,Basic,499,Beauty,Affiliate,3.47,0.9,35.8,15,0,,2025-11-15,7267.49
CUST101352,2024-03-10,57,Female,Delhi,Standard,799,Home,Email,2.7,0.92,29.5,20,0,,2025-11-15,16064.62
CUST101353,2025-01-18,41,Female,Mumbai,Premium,1199,Gadgets,Referral,0.0,0.12,10.4,10,0,,2025-11-15,11932.86
CUST101354,2024-05-01,34,Female,Other,Basic,499,Books,Instagram,1.07,0.02,2.0,18,0,,2025-11-15,9223.76
CUST101355,2025-06-29,24,Male,Delhi,Basic,499,Snacks,Referral,4.43,1.19,34.6,4,0,,2025-11-15,2002.88
CUST101356,2025-07-29,60,Male,Chennai,Standard,799,Home,Organic,6.5,1.42,53.0,3,1,2025-08-28,2025-08-28,750.93
CUST101357,2024-02-20,67,Female,Delhi,Premium,1199,Snacks,Affiliate,3.66,1.01,33.7,21,0,,2025-11-15,26528.69
CUST101358,2023-09-15,18,Female,Mumbai,Standard,799,Fitness,Referral,4.99,1.59,55.5,26,0,,2025-11-15,21829.96
CUST101359,2024-08-25,52,Female,Mumbai,Premium,1199,Beauty,Organic,2.72,0.85,21.7,14,0,,2025-11-15,16803.85
CUST101360,2025-08-11,49,Female,Delhi,Basic,499,Gadgets,Facebook Ads,2.84,0.87,32.9,3,1,2025-09-24,2025-09-24,515.33
CUST101361,2023-07-04,53,Female,Chennai,Premium,1199,Home,Organic,4.96,0.35,18.8,28,0,,2025-11-15,32613.53
CUST101362,2024-09-28,30,Female,Bengaluru,Basic,499,Beauty,Organic,5.99,0.0,5.0,13,1,2025-05-15,2025-05-15,3476.42
CUST101363,2024-10-07,23,Male,Chennai,Basic,499,Gadgets,Instagram,5.34,2.01,59.6,13,0,,2025-11-15,6179.12
CUST101364,2025-01-26,31,Female,Chennai,Premium,1199,Gadgets,Instagram,1.08,1.58,47.8,9,0,,2025-11-15,11404.59
CUST101365,2023-04-09,54,Female,Chennai,Premium,1199,Books,Affiliate,2.88,0.06,6.7,31,1,2023-05-11,2023-05-11,1175.0
CUST101366,2025-01-07,65,Female,Delhi,Basic,499,Fitness,Instagram,3.5,0.99,33.1,10,1,2025-07-21,2025-07-21,3211.63
CUST101367,2025-08-07,32,Female,Pune,Basic,499,Books,Organic,2.53,0.84,29.7,3,0,,2025-11-15,1525.1
CUST101368,2023-05-31,64,Male,Delhi,Basic,499,Books,Email,3.7,0.74,29.3,29,0,,2025-11-15,14406.56
CUST101369,2023-08-03,21,Female,Delhi,Basic,499,Snacks,Instagram,4.48,0.65,19.1,27,1,2024-06-03,2024-06-03,5231.0
CUST101370,2025-10-14,57,Female,Bengaluru,Basic,499,Snacks,Instagram,4.81,1.13,31.0,1,0,,2025-11-15,494.58
CUST101371,2023-06-02,33,Male,Bengaluru,Premium,1199,Beauty,Organic,6.03,1.39,45.2,29,0,,2025-11-15,34020.56
CUST101372,2025-06-08,45,Male,Mumbai,Standard,799,Fitness,Facebook Ads,2.41,1.14,34.0,5,0,,2025-11-15,3953.02
CUST101373,2024-05-08,33,Male,Chennai,Standard,799,Gadgets,Facebook Ads,0.54,0.83,29.1,18,0,,2025-11-15,14942.56
CUST101374,2023-08-13,21,Male,Bengaluru,Standard,799,Fitness,Referral,3.64,0.81,21.0,27,1,2024-04-05,2024-04-05,5491.52
CUST101375,2025-06-26,62,Male,Bengaluru,Standard,799,Fitness,Affiliate,6.39,1.46,52.8,4,0,,2025-11-15,3252.2
CUST101376,2024-03-17,43,Male,Kolkata,Standard,799,Beauty,Facebook Ads,2.14,1.18,43.4,20,1,2025-04-10,2025-04-10,9185.21
CUST101377,2024-06-01,45,Female,Bengaluru,Standard,799,Snacks,Instagram,4.24,0.94,30.9,17,0,,2025-11-15,13282.39
CUST101378,2023-12-14,49,Female,Bengaluru,Basic,499,Fitness,Email,4.25,0.88,29.2,23,0,,2025-11-15,11496.14
CUST101379,2024-08-26,62,Female,Mumbai,Standard,799,Fitness,Referral,3.34,1.11,31.4,14,0,,2025-11-15,11070.24
CUST101380,2023-05-14,19,Female,Kolkata,Standard,799,Fitness,Affiliate,3.01,0.62,17.7,30,1,2023-10-23,2023-10-23,4217.61
CUST101381,2024-01-18,48,Male,Mumbai,Standard,799,Home,Email,1.34,1.39,40.5,22,1,2024-06-25,2024-06-25,3749.93
CUST101382,2025-10-12,20,Male,Delhi,Premium,1199,Fitness,Email,0.0,0.25,14.8,1,1,2025-11-14,2025-11-14,1140.4
CUST101383,2023-08-25,25,Female,Delhi,Basic,499,Fitness,Instagram,1.0,0.65,19.8,27,0,,2025-11-15,12977.88
CUST101384,2024-11-04,41,Male,Chennai,Standard,799,Gadgets,Organic,2.3,1.27,32.8,12,1,2025-02-17,2025-02-17,2370.49
CUST101385,2023-11-07,32,Other,Chennai,Basic,499,Books,Organic,4.98,0.22,10.9,24,1,2024-07-02,2024-07-02,3470.67
CUST101386,2025-03-11,60,Female,Kolkata,Standard,799,Home,Organic,2.81,0.0,5.8,8,0,,2025-11-15,6473.23
CUST101387,2023-04-08,48,Female,Mumbai,Basic,499,Fitness,Facebook Ads,2.07,0.94,29.2,31,0,,2025-11-15,15844.2
CUST101388,2025-10-12,26,Other,Bengaluru,Basic,499,Books,Organic,1.4,0.0,8.2,1,0,,2025-11-15,476.11
CUST101389,2024-03-26,56,Male,Bengaluru,Basic,499,Fitness,Affiliate,4.18,0.12,10.0,19,0,,2025-11-15,9409.71
CUST101390,2023-08-01,62,Male,Mumbai,Standard,799,Beauty,Instagram,5.45,1.35,38.6,27,1,2025-04-04,2025-04-04,15963.0
CUST101391,2023-02-04,19,Female,Bengaluru,Basic,499,Beauty,Facebook Ads,4.91,0.78,23.5,33,0,,2025-11-15,16440.35
CUST101392,2023-05-20,25,Male,Bengaluru,Premium,1199,Books,Affiliate,4.09,1.67,53.7,30,0,,2025-11-15,35746.52
CUST101393,2024-06-07,24,Female,Hyderabad,Basic,499,Home,Organic,0.34,0.18,0.0,17,0,,2025-11-15,8383.92
CUST101394,2023-11-20,61,Male,Chennai,Premium,1199,Gadgets,Affiliate,2.37,0.84,28.4,24,0,,2025-11-15,28066.32
CUST101395,2025-05-11,68,Female,Delhi,Standard,799,Home,Email,6.51,1.14,29.3,6,1,2025-08-12,2025-08-12,2203.21
CUST101396,2024-03-01,56,Female,Chennai,Basic,499,Home,Instagram,5.02,0.2,14.1,20,0,,2025-11-15,9824.57
CUST101397,2023-08-15,59,Female,Bengaluru,Basic,499,Beauty,Instagram,0.23,1.52,50.2,27,0,,2025-11-15,13631.81
CUST101398,2024-09-21,33,Male,Bengaluru,Standard,799,Beauty,Affiliate,2.9,1.21,40.5,14,1,2024-12-21,2024-12-21,2528.31
CUST101399,2024-12-28,52,Male,Hyderabad,Standard,799,Gadgets,Referral,3.65,0.0,0.0,10,1,2025-03-12,2025-03-12,1752.46
CUST101400,2023-05-17,47,Female,Mumbai,Standard,799,Fitness,Instagram,1.63,0.88,28.1,30,0,,2025-11-15,23659.53
CUST101401,2023-05-18,27,Male,Mumbai,Basic,499,Gadgets,Email,0.0,1.13,31.4,30,0,,2025-11-15,15369.57
CUST101402,2022-12-26,55,Female,Delhi,Standard,799,Fitness,Instagram,3.18,0.55,13.1,35,0,,2025-11-15,27033.16
CUST101403,2025-01-30,35,Female,Other,Premium,1199,Books,Referral,1.58,0.01,0.0,9,1,2025-05-23,2025-05-23,3262.89
CUST101404,2024-11-11,67,Female,Chennai,Basic,499,Books,Instagram,1.59,1.07,36.5,12,1,2025-06-17,2025-06-17,3240.49
CUST101405,2024-04-18,22,Female,Mumbai,Basic,499,Snacks,Instagram,2.36,2.23,68.4,19,0,,2025-11-15,9290.65
CUST101406,2025-05-28,46,Male,Pune,Basic,499,Beauty,Referral,2.76,0.67,28.9,5,0,,2025-11-15,2473.67
CUST101407,2025-04-16,56,Female,Chennai,Standard,799,Snacks,Instagram,2.98,1.84,60.9,7,0,,2025-11-15,5693.92
CUST101408,2024-08-17,51,Female,Hyderabad,Standard,799,Snacks,Affiliate,1.41,0.45,17.6,15,0,,2025-11-15,11620.34
CUST101409,2025-06-23,60,Male,Pune,Basic,499,Beauty,Facebook Ads,2.6,1.03,24.4,4,0,,2025-11-15,2074.9
CUST101410,2023-06-29,62,Other,Delhi,Basic,499,Snacks,Affiliate,0.0,1.36,39.5,29,0,,2025-11-15,13812.82
CUST101411,2023-03-18,40,Male,Bengaluru,Basic,499,Home,Instagram,3.56,0.89,23.7,32,0,,2025-11-15,15789.83
CUST101412,2023-09-07,22,Male,Hyderabad,Basic,499,Fitness,Organic,0.0,0.72,20.7,26,1,2025-05-08,2025-05-08,9987.83
CUST101413,2023-01-17,47,Male,Hyderabad,Basic,499,Gadgets,Organic,2.48,1.34,38.1,34,0,,2025-11-15,17476.29
CUST101414,2024-06-19,23,Female,Hyderabad,Premium,1199,Beauty,Facebook Ads,4.65,2.03,62.0,17,0,,2025-11-15,21221.26
CUST101415,2025-09-06,63,Male,Hyderabad,Standard,799,Home,Instagram,1.09,1.08,38.4,2,0,,2025-11-15,1596.6
CUST101416,2022-12-29,61,Female,Other,Basic,499,Books,Email,4.29,0.59,22.7,35,1,2023-06-18,2023-06-18,2453.38
CUST101417,2023-03-29,21,Female,Pune,Premium,1199,Gadgets,Instagram,5.08,0.79,31.7,32,0,,2025-11-15,40825.65
CUST101418,2024-03-25,46,Male,Pune,Standard,799,Gadgets,Organic,0.0,2.41,64.4,20,0,,2025-11-15,16598.11
CUST101419,2025-09-03,40,Male,Kolkata,Standard,799,Gadgets,Referral,2.73,0.98,31.4,2,0,,2025-11-15,1699.03
CUST101420,2023-10-28,23,Female,Other,Basic,499,Snacks,Facebook Ads,0.0,0.54,21.1,24,0,,2025-11-15,12146.02
CUST101421,2024-05-24,49,Male,Mumbai,Basic,499,Snacks,Referral,2.79,0.21,15.6,18,1,2025-09-14,2025-09-14,7826.37
CUST101422,2022-12-31,59,Female,Bengaluru,Premium,1199,Snacks,Email,2.99,0.0,0.0,35,0,,2025-11-15,41687.52
CUST101423,2023-04-27,35,Male,Delhi,Standard,799,Snacks,Instagram,0.0,1.12,31.8,31,0,,2025-11-15,25459.66
CUST101424,2025-10-31,32,Female,Pune,Basic,499,Home,Email,6.46,1.29,47.8,0,0,,2025-11-15,504.17
CUST101425,2025-10-07,57,Female,Delhi,Standard,799,Snacks,Referral,3.51,0.66,21.0,1,1,2025-11-13,2025-11-13,760.61
CUST101426,2022-11-21,49,Male,Kolkata,Premium,1199,Beauty,Instagram,1.47,0.89,23.1,36,0,,2025-11-15,43300.88
CUST101427,2025-09-23,26,Male,Mumbai,Basic,499,Gadgets,Affiliate,5.64,0.2,1.6,1,0,,2025-11-15,487.39
CUST101428,2024-10-15,54,Male,Bengaluru,Standard,799,Home,Affiliate,0.0,0.98,24.6,13,1,2024-12-26,2024-12-26,1670.51
CUST101429,2025-06-23,27,Male,Chennai,Premium,1199,Books,Email,0.79,1.19,27.7,4,0,,2025-11-15,5031.88
CUST101430,2024-03-27,37,Female,Mumbai,Basic,499,Snacks,Affiliate,0.0,0.58,17.7,19,0,,2025-11-15,8975.51
CUST101431,2024-06-02,23,Female,Delhi,Standard,799,Books,Affiliate,6.24,1.91,65.7,17,0,,2025-11-15,13593.46
CUST101432,2024-05-04,65,Male,Bengaluru,Standard,799,Gadgets,Organic,3.6,0.4,7.8,18,0,,2025-11-15,14593.26
CUST101433,2024-11-15,20,Female,Delhi,Standard,799,Home,Affiliate,4.19,1.07,35.9,12,0,,2025-11-15,9673.05
CUST101434,2023-04-17,59,Female,Chennai,Basic,499,Gadgets,Organic,3.54,1.41,48.6,31,0,,2025-11-15,15937.4
CUST101435,2022-12-18,28,Male,Delhi,Basic,499,Books,Facebook Ads,4.03,0.85,28.0,35,1,2023-11-04,2023-11-04,5153.56
CUST101436,2023-10-19,60,Male,Hyderabad,Standard,799,Home,Organic,3.14,0.79,17.4,25,1,2024-06-15,2024-06-15,6491.86
CUST101437,2024-12-26,34,Female,Mumbai,Basic,499,Fitness,Organic,3.49,0.04,5.3,10,1,2025-04-03,2025-04-03,1571.14
CUST101438,2023-06-25,49,Female,Kolkata,Basic,499,Home,Referral,3.19,1.71,53.1,29,0,,2025-11-15,15323.9
CUST101439,2024-11-22,21,Female,Delhi,Basic,499,Snacks,Organic,1.9,0.8,24.3,11,0,,2025-11-15,5531.06
CUST101440,2025-10-13,21,Female,Chennai,Basic,499,Books,Organic,2.92,1.22,35.7,1,1,2025-11-12,2025-11-12,490.3
CUST101441,2023-02-26,34,Male,Chennai,Premium,1199,Gadgets,Referral,3.49,1.3,41.6,33,0,,2025-11-15,39707.02
CUST101442,2024-11-21,58,Female,Bengaluru,Basic,499,Gadgets,Organic,3.2,0.52,20.2,11,1,2025-03-30,2025-03-30,1907.54
CUST101443,2024-03-15,36,Female,Pune,Premium,1199,Gadgets,Affiliate,0.34,0.78,35.6,20,0,,2025-11-15,24296.38
CUST101444,2025-06-23,22,Female,Hyderabad,Basic,499,Beauty,Organic,0.58,1.7,51.9,4,0,,2025-11-15,2020.04
CUST101445,2023-05-28,49,Male,Delhi,Standard,799,Beauty,Facebook Ads,4.95,0.23,17.4,30,1,2025-02-04,2025-02-04,15744.98
CUST101446,2024-12-13,39,Male,Bengaluru,Basic,499,Snacks,Organic,2.45,2.18,68.6,11,0,,2025-11-15,5245.24
CUST101447,2025-05-21,23,Male,Other,Standard,799,Fitness,Organic,4.05,0.45,15.5,5,0,,2025-11-15,3994.34
CUST101448,2025-09-15,52,Female,Kolkata,Standard,799,Beauty,Facebook Ads,1.03,0.19,7.1,2,0,,2025-11-15,1639.68
CUST101449,2024-12-03,39,Male,Bengaluru,Basic,499,Home,Referral,0.35,0.98,23.5,11,0,,2025-11-15,5183.57
CUST101450,2024-05-13,18,Male,Bengaluru,Premium,1199,Books,Affiliate,1.48,2.23,69.2,18,0,,2025-11-15,21540.31
CUST101451,2024-09-22,37,Male,Kolkata,Basic,499,Snacks,Organic,2.6,0.0,0.0,13,1,2025-03-30,2025-03-30,2812.0
CUST101452,2025-06-24,39,Male,Chennai,Standard,799,Fitness,Affiliate,1.8,0.82,21.2,4,0,,2025-11-15,3103.12
CUST101453,2024-08-01,65,Female,Kolkata,Premium,1199,Home,Email,5.33,1.19,39.3,15,0,,2025-11-15,17954.11
CUST101454,2022-12-19,28,Female,Delhi,Premium,1199,Gadgets,Affiliate,3.32,0.92,35.6,35,0,,2025-11-15,41898.15
CUST101455,2025-08-31,30,Female,Chennai,Premium,1199,Beauty,Referral,6.33,1.13,44.8,2,0,,2025-11-15,2422.8
CUST101456,2024-12-10,59,Male,Delhi,Basic,499,Home,Referral,3.73,0.47,15.1,11,0,,2025-11-15,5590.36
CUST101457,2024-11-25,20,Female,Bengaluru,Basic,499,Fitness,Organic,0.0,0.54,17.0,11,1,2025-01-31,2025-01-31,1054.98
CUST101458,2023-07-10,26,Male,Chennai,Basic,499,Snacks,Facebook Ads,4.9,0.81,32.2,28,1,2024-04-10,2024-04-10,4682.46
CUST101459,2024-11-06,29,Male,Other,Standard,799,Home,Referral,0.28,0.22,0.2,12,0,,2025-11-15,9110.81
CUST101460,2024-01-21,40,Male,Bengaluru,Standard,799,Snacks,Facebook Ads,3.41,0.87,30.3,22,0,,2025-11-15,17977.39
CUST101461,2024-10-29,31,Male,Delhi,Basic,499,Gadgets,Email,1.61,0.67,16.8,12,1,2025-09-02,2025-09-02,5025.68
CUST101462,2023-03-12,50,Male,Chennai,Standard,799,Fitness,Facebook Ads,6.86,0.62,21.8,32,0,,2025-11-15,25113.86
CUST101463,2024-11-05,35,Female,Hyderabad,Basic,499,Fitness,Instagram,5.59,1.09,33.8,12,0,,2025-11-15,6179.74
CUST101464,2025-11-14,66,Female,Pune,Basic,499,Beauty,Facebook Ads,1.66,0.0,3.2,0,1,2025-10-30,2025-10-30,475.84
CUST101465,2023-01-07,58,Female,Kolkata,Standard,799,Books,Referral,2.77,0.76,27.3,34,0,,2025-11-15,28430.12
CUST101466,2025-10-21,26,Male,Mumbai,Standard,799,Fitness,Facebook Ads,3.44,2.29,75.2,0,0,,2025-11-15,764.8
CUST101467,2024-02-04,40,Male,Other,Standard,799,Home,Facebook Ads,4.55,0.25,11.9,21,1,2025-08-09,2025-08-09,16022.27
CUST101468,2025-06-26,27,Male,Kolkata,Basic,499,Home,Instagram,3.05,1.67,52.8,4,0,,2025-11-15,2024.57
CUST101469,2025-03-21,36,Other,Pune,Standard,799,Home,Instagram,1.16,0.93,37.9,7,1,2025-07-15,2025-07-15,2482.18
CUST101470,2024-07-28,64,Female,Chennai,Basic,499,Gadgets,Organic,1.71,0.54,9.6,15,0,,2025-11-15,7416.39
CUST101471,2025-02-01,22,Female,Pune,Basic,499,Fitness,Referral,2.99,0.11,13.5,9,1,2025-08-12,2025-08-12,3113.75
CUST101472,2025-07-04,64,Male,Mumbai,Standard,799,Fitness,Organic,5.22,0.98,31.2,4,0,,2025-11-15,3087.7
CUST101473,2024-02-01,69,Female,Delhi,Premium,1199,Home,Instagram,3.77,1.77,58.3,21,0,,2025-11-15,25542.08
CUST101474,2023-11-09,40,Male,Pune,Basic,499,Beauty,Facebook Ads,1.61,0.67,19.3,24,1,2024-06-27,2024-06-27,3478.82
CUST101475,2024-11-16,47,Female,Bengaluru,Basic,499,Beauty,Instagram,4.17,0.85,24.5,12,1,2025-01-15,2025-01-15,933.11
CUST101476,2025-04-18,42,Female,Mumbai,Standard,799,Fitness,Email,2.3,1.51,49.0,7,0,,2025-11-15,5331.91
CUST101477,2025-02-27,45,Other,Kolkata,Basic,499,Fitness,Facebook Ads,4.6,1.1,41.1,8,0,,2025-11-15,4127.57
CUST101478,2025-04-07,51,Female,Pune,Standard,799,Snacks,Organic,7.55,0.0,6.9,7,0,,2025-11-15,5657.07
CUST101479,2024-03-06,62,Male,Mumbai,Standard,799,Fitness,Facebook Ads,2.35,0.96,27.5,20,0,,2025-11-15,16600.23
CUST101480,2025-04-29,65,Female,Pune,Basic,499,Home,Email,4.44,1.81,74.9,6,0,,2025-11-15,3008.46
CUST101481,2023-03-27,64,Female,Chennai,Standard,799,Books,Instagram,1.66,0.88,33.3,32,0,,2025-11-15,25539.49
CUST101482,2024-07-04,42,Male,Hyderabad,Standard,799,Gadgets,Referral,2.8,0.0,6.3,16,0,,2025-11-15,12832.11
CUST101483,2022-11-22,27,Male,Pune,Basic,499,Fitness,Affiliate,3.05,1.13,34.1,36,0,,2025-11-15,17587.01
CUST101484,2023-11-06,31,Male,Delhi,Standard,799,Fitness,Referral,2.65,0.78,21.9,24,1,2025-11-07,2025-11-07,20225.31
CUST101485,2023-12-22,59,Male,Bengaluru,Basic,499,Home,Referral,7.43,0.0,3.1,23,0,,2025-11-15,11777.09
CUST101486,2024-01-23,63,Male,Bengaluru,Standard,799,Snacks,Instagram,2.45,0.0,6.9,22,0,,2025-11-15,17176.24
CUST101487,2024-12-16,47,Female,Delhi,Basic,499,Books,Referral,4.06,1.49,42.0,11,0,,2025-11-15,5414.93
CUST101488,2024-01-15,58,Male,Hyderabad,Standard,799,Fitness,Email,0.0,0.46,8.5,22,1,2024-09-11,2024-09-11,6823.05
CUST101489,2024-03-21,42,Male,Kolkata,Basic,499,Beauty,Instagram,3.78,0.36,15.6,20,0,,2025-11-15,9768.81
CUST101490,2023-08-03,31,Female,Kolkata,Basic,499,Beauty,Referral,5.06,0.88,31.0,27,0,,2025-11-15,13632.1
CUST101491,2023-12-29,52,Female,Hyderabad,Standard,799,Beauty,Affiliate,2.05,0.51,12.8,22,1,2025-03-27,2025-03-27,12335.18
CUST101492,2023-07-22,69,Female,Kolkata,Basic,499,Gadgets,Organic,0.0,0.96,23.3,28,0,,2025-11-15,14296.63
CUST101493,2023-02-04,65,Male,Bengaluru,Basic,499,Gadgets,Instagram,2.93,0.78,32.3,33,0,,2025-11-15,16893.56
CUST101494,2024-09-06,51,Female,Mumbai,Basic,499,Books,Instagram,3.03,0.18,9.0,14,1,2025-04-16,2025-04-16,3275.73
CUST101495,2024-11-16,27,Female,Pune,Basic,499,Fitness,Facebook Ads,4.3,0.59,13.6,12,0,,2025-11-15,5819.12
CUST101496,2024-09-24,52,Male,Mumbai,Premium,1199,Fitness,Referral,6.62,1.17,32.5,13,0,,2025-11-15,15689.84
CUST101497,2024-04-06,28,Male,Bengaluru,Standard,799,Fitness,Organic,2.32,0.93,27.3,19,0,,2025-11-15,15220.11
CUST101498,2024-01-05,28,Female,Chennai,Basic,499,Gadgets,Affiliate,1.46,0.85,30.1,22,0,,2025-11-15,11247.11
CUST101499,2025-06-18,38,Female,Delhi,Standard,799,Books,Email,0.9,2.06,65.4,5,0,,2025-11-15,4014.24
CUST101500,2024-06-06,38,Other,Pune,Standard,799,Fitness,Instagram,3.36,1.34,47.8,17,0,,2025-11-15,13733.38
CUST101501,2024-04-23,39,Female,Bengaluru,Premium,1199,Home,Email,3.86,1.41,37.2,19,0,,2025-11-15,23461.81
CUST101502,2022-12-14,62,Female,Mumbai,Basic,499,Snacks,Email,2.02,0.8,26.3,35,0,,2025-11-15,17538.76
CUST101503,2023-11-24,24,Female,Bengaluru,Standard,799,Beauty,Email,4.4,1.03,40.7,24,0,,2025-11-15,19566.96
CUST101504,2024-01-06,34,Male,Hyderabad,Standard,799,Beauty,Facebook Ads,3.84,0.64,28.2,22,0,,2025-11-15,17179.52
CUST101505,2024-01-26,19,Male,Delhi,Standard,799,Home,Email,3.08,1.37,44.6,21,0,,2025-11-15,16431.84
CUST101506,2024-08-12,29,Male,Hyderabad,Standard,799,Fitness,Referral,1.38,0.83,37.6,15,0,,2025-11-15,12301.78
CUST101507,2024-06-22,59,Female,Pune,Basic,499,Books,Referral,2.13,1.03,35.3,17,1,2024-08-25,2024-08-25,1004.04
CUST101508,2024-09-11,35,Female,Pune,Standard,799,Books,Organic,0.0,1.0,35.1,14,0,,2025-11-15,11649.01
CUST101509,2025-03-02,28,Female,Bengaluru,Standard,799,Gadgets,Organic,3.42,0.89,28.9,8,0,,2025-11-15,6494.37
CUST101510,2025-04-24,33,Male,Delhi,Premium,1199,Fitness,Affiliate,3.05,2.66,77.8,6,0,,2025-11-15,6896.09
CUST101511,2025-01-10,66,Female,Hyderabad,Basic,499,Books,Email,3.34,0.5,12.6,10,1,2025-04-05,2025-04-05,957.22
CUST101512,2025-09-27,68,Male,Other,Standard,799,Fitness,Email,3.91,0.49,18.1,1,1,2025-10-30,2025-10-30,810.71
CUST101513,2022-12-05,35,Male,Other,Premium,1199,Beauty,Facebook Ads,3.69,1.32,40.7,35,0,,2025-11-15,40735.82
CUST101514,2023-06-18,52,Female,Bengaluru,Standard,799,Beauty,Email,2.8,0.54,9.1,29,1,2025-02-22,2025-02-22,16217.24
CUST101515,2022-11-24,43,Female,Chennai,Premium,1199,Gadgets,Email,3.09,0.73,18.5,36,0,,2025-11-15,45575.65
CUST101516,2024-10-24,33,Other,Delhi,Standard,799,Beauty,Email,0.47,0.25,6.1,12,1,2025-10-29,2025-10-29,10037.41
CUST101517,2025-07-26,23,Male,Mumbai,Basic,499,Fitness,Instagram,1.95,1.19,40.7,3,1,2025-10-26,2025-10-26,1476.35
CUST101518,2023-08-09,61,Female,Mumbai,Standard,799,Home,Instagram,3.09,1.2,37.9,27,0,,2025-11-15,21088.63
CUST101519,2025-08-27,60,Male,Delhi,Basic,499,Gadgets,Facebook Ads,1.68,0.71,22.0,2,0,,2025-11-15,988.89
CUST101520,2023-01-20,64,Male,Delhi,Standard,799,Home,Facebook Ads,4.55,1.33,37.7,34,0,,2025-11-15,26504.62
CUST101521,2025-09-04,64,Female,Mumbai,Basic,499,Fitness,Referral,1.81,0.0,1.2,2,0,,2025-11-15,1010.21
CUST101522,2023-12-06,65,Female,Chennai,Standard,799,Gadgets,Facebook Ads,3.39,0.48,22.9,23,1,2024-07-22,2024-07-22,6158.5
CUST101523,2023-03-07,59,Female,Bengaluru,Standard,799,Home,Affiliate,3.21,0.8,26.6,32,0,,2025-11-15,25571.14
CUST101524,2024-05-01,29,Male,Hyderabad,Basic,499,Gadgets,Referral,4.34,0.2,1.0,18,1,2025-10-06,2025-10-06,9205.85
